0 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/216.json
2701 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 4 | ANSWER: 90 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/741.json
2702 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 2007 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1748.json
2703 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 1 - x | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/706.json
2704 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/261.json
2705 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: 36 | ANSWER: 12\pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/864.json
2706 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: 27x^2+9x+3 | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1178.json
2707 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: [-4,0) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1886.json
2708 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/123.json
2709 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 7 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1990.json
2710 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 348 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/376.json
2711 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: 3 | ANSWER: \frac{31}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/666.json
2712 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1607.json
2713 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/572.json
2714 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: 7 | ANSWER: 49896 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/150.json
2715 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 8\sqrt2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/95.json
2716 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{1}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1526.json
2717 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: (p(x))^2 | ANSWER: \frac{8}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2095.json
2718 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: (4,1,4,0) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/154.json
2719 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1850.json
2720 TYPE: Intermediate Algebra | LEVEL: 1 | OUTPUT: -1 | ANSWER: 50 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/916.json
2721 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER:  \frac{3}{16}  | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1392.json
2722 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 18 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1306.json
2723 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: -4, -3, -1, 1, 2, 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/847.json
2724 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: -\sqrt{11} | ANSWER: -\sqrt{11}-1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/547.json
2725 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/941.json
2726 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/242.json
2727 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 576 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/378.json
2728 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1803.json
2729 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: 216 | ANSWER: 216 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/586.json
2730 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: -1 | ANSWER: 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/446.json
2731 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: (2x+3)(2x -1)(2x+1) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1985.json
2732 TYPE: Intermediate Algebra | LEVEL: 1 | OUTPUT: 6 | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1897.json
2733 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 19 | ANSWER: 743 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/251.json
2734 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 5120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1146.json
2735 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 962 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1042.json
2736 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1000.json
2737 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: -2 | ANSWER: (-\frac{3}{2},6) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/605.json
2738 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 8 | ANSWER: 16 \sqrt{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1405.json
2739 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: 10 | ANSWER: -10 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1642.json
2740 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/924.json
2741 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2.json
2742 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 7 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/962.json
2743 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 17 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/48.json
2744 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{2004!} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/568.json
2745 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: 10 | ANSWER: 48 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1562.json
2746 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: -\frac{11}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1717.json
2747 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \text{E} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1479.json
2748 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: -6, -3, -2, -1, 1, 2, 3, 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2124.json
2749 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{2007}{2008} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2116.json
2750 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{3}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/313.json
2751 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2172.json
2752 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 2 | ANSWER: x+1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1347.json
2753 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: -13 | ANSWER: x+6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1993.json
2754 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{2}{9} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/122.json
2755 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 1,2,-2,-3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/928.json
2756 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 1023 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/693.json
2757 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{64} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1240.json
2758 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 440 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1411.json
2759 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{20000}{\pi} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1111.json
2760 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: -1 | ANSWER: 48 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2097.json
2761 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: 5 | ANSWER: 243 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1790.json
2762 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2013.json
2763 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: n^2 - 10n + 29 | ANSWER: 19941989 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2040.json
2764 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/6.json
2765 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/340.json
2766 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1189.json
2767 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/968.json
2768 TYPE: Intermediate Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: \text{even} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/729.json
2769 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 31 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1755.json
2770 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{100}{81} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/632.json
2771 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \text{ellipse} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/643.json
2772 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 30 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/907.json
2773 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \left[ \frac{1}{2}, \frac{3}{2} \right] | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2027.json
2774 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/127.json
2775 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/404.json
2776 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 1,-3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/182.json
2777 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1591.json
2778 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1600.json
2779 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/771.json
2780 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \text{(B)} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/754.json
2781 TYPE: Intermediate Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: \frac{3}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/734.json
2782 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: (10,14,61) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1282.json
2783 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: y = 2x | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/253.json
2784 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: (-\infty, \tfrac37] \cup [\tfrac35, \infty)  | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/922.json
2785 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: (-1)^{n+1}(3n + 2) | ANSWER: -150 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1364.json
2786 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1447.json
2787 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 1700 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1846.json
2788 TYPE: Intermediate Algebra | LEVEL: 1 | OUTPUT: 5 | ANSWER: \text{odd} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/56.json
2789 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/776.json
2790 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 2014 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1757.json
2791 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: (10,3) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1597.json
2792 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 3 + 2 \sqrt{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1805.json
2793 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 1+274i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1063.json
2794 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 270 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1093.json
2795 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: (-\infty, 0] \cup (\tfrac12, \tfrac32] | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1952.json
2796 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: y = x^2 + 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1732.json
2797 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 14 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1350.json
2798 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 997 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1548.json
2799 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: -3 | ANSWER: -376 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/745.json
2800 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: 9 | ANSWER: 8\sqrt{55} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1577.json
2801 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \text{neither} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/10.json
2802 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{1}{z} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1238.json
2803 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/623.json
2804 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{c}{a} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/304.json
2805 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: -3 | ANSWER: 1+\sqrt 2,\ 1-\sqrt 2,\ 2+\sqrt 3,\ 2-\sqrt 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/78.json
2806 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{5}{12} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/858.json
2807 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{3}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1256.json
2808 TYPE: Intermediate Algebra | LEVEL: 1 | OUTPUT: 5+\sqrt{3} | ANSWER: 22 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/149.json
2809 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: -9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2068.json
2810 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1502.json
2811 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1772.json
2812 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{5}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1808.json
2813 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \sqrt{101} - \sqrt{2} + 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/193.json
2814 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{3600} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1829.json
2815 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: (1,-16,-4,43) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/690.json
2816 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \sqrt{61} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/326.json
2817 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \text{A,D} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/169.json
2818 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: -\frac{1}{3} | ANSWER: \frac{10}{11} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1123.json
2819 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 496 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1194.json
2820 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 10 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/24256.json
2821 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 1000 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1104.json
2822 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: (27,\infty) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1484.json
2823 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{25}{13} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/875.json
2824 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/265.json
2825 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: x^4 - x + 63 | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1606.json
2826 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 0,1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/736.json
2827 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/429.json
2828 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{16}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/986.json
2829 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: -1 | ANSWER: -5+4i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2081.json
2830 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: (-5, \infty) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1598.json
2831 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{4}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/50.json
2832 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: -9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1734.json
2833 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: (-\infty, -4) \cup (-4, \infty) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/317.json
2834 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: -4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/996.json
2835 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 6 + 8i, 6 + 17i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/970.json
2836 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1284.json
2837 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: (2, -1) | ANSWER: 2 + \sqrt{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2098.json
2838 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: y = -\frac{1}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1169.json
2839 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 5 | ANSWER: 996506 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/430.json
2840 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: -4i | ANSWER: x^2-10x+41 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/40.json
2841 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 913 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/243.json
2842 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: -\sqrt{5} | ANSWER: -3 \sqrt{5} - 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1114.json
2843 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{4}{7} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/575.json
2844 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: (-5,\sqrt{26}] | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1995.json
2845 TYPE: Intermediate Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: -6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/1400.json
2846 TYPE: Intermediate Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/2074.json
2847 TYPE: Intermediate Algebra | LEVEL: 2 | OUTPUT: -\frac{5}{2} | ANSWER: 23 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/222.json
2848 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 0,4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/intermediate_algebra/352.json
